Url,Edition,Venue,City,Date and Time,Stage,Score,Home Country,Home Country Small,Home Country Scorer,Home Country Scorer Time,Away Country ,Away Country Small,Away Country Scorer,Away Country Scorer Time
http://www.fifa.com/worldcup/matches/round=309/match=398/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Cuauhtemoc,Puebla  (MEX),16 Jun 1986 - 16:00 Local time,Round of 16,1-0,Argentina,ARG,['Pedro PASCULLI'],"[""42'""]",Uruguay,URU,[],[]
http://www.fifa.com/worldcup/matches/round=3467/match=393/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Azteca,Mexico City  (MEX),29 Jun 1986 - 12:00 Local time,Final,3-2,Argentina,ARG,"['Jose BROWN', 'Jorge VALDANO', 'Jorge BURRUCHAGA']","[""23'"", ""56'"", ""84'""]",Germany FR,FRG,"['Karl-Heinz RUMMENIGGE', 'Rudi VOELLER']","[""74'"", ""81'""]"
http://www.fifa.com/worldcup/matches/round=714/match=440/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Jalisco,Guadalajara  (MEX),21 Jun 1986 - 12:00 Local time,Quarter-finals,1-1,Brazil,BRA,['CARECA'],"[""17'""]",France,FRA,['Michel PLATINI'],"[""41'""]"
http://www.fifa.com/worldcup/matches/round=308/match=627/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Azteca,Mexico City  (MEX),11 Jun 1986 - 12:00 Local time,Group matches - Group B,0-1,Iraq,IRQ,[],[],Mexico,MEX,['Fernando QUIRARTE'],"[""54'""]"
http://www.fifa.com/worldcup/matches/round=309/match=463/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Azteca,Mexico City  (MEX),15 Jun 1986 - 12:00 Local time,Round of 16,2-0,Mexico,MEX,"['Manuel NEGRETE', 'Raul SERVIN']","[""34'"", ""61'""]",Bulgaria,BUL,[],[]
http://www.fifa.com/worldcup/matches/round=308/match=517/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Neza,Nezahualcoyotl  (MEX),04 Jun 1986 - 16:00 Local time,Group matches - Group E,0-1,Scotland,SCO,[],[],Denmark,DEN,['Preben ELKJAER LARSEN'],"[""57'""]"
http://www.fifa.com/worldcup/matches/round=308/match=538/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Tecnologico,Monterrey  (MEX),03 Jun 1986 - 16:00 Local time,Group matches - Group F,1-0,Portugal,POR,['CARLOS MANUEL'],"[""75'""]",England,ENG,[],[]
http://www.fifa.com/worldcup/matches/round=308/match=460/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Olímpico Universitario,Mexico City  (MEX),05 Jun 1986 - 16:00 Local time,Group matches - Group A,1-1,Korea Republic,KOR,['KIM Jong Boo'],"[""70'""]",Bulgaria,BUL,['Plamen GETOV'],"[""11'""]"
http://www.fifa.com/worldcup/matches/round=308/match=628/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Bombonera - Estadio Nemesio Diez,Toluca  (MEX),04 Jun 1986 - 12:00 Local time,Group matches - Group B,1-0,Paraguay,PAR,['Julio Cesar ROMERO'],"[""35'""]",Iraq,IRQ,[],[]
http://www.fifa.com/worldcup/matches/round=308/match=379/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Tres de Marzo,Guadalajara  (MEX),03 Jun 1986 - 12:00 Local time,Group matches - Group D,1-1,Algeria,ALG,['Djamel ZIDANE'],"[""59'""]",Northern Ireland,NIR,['Norman WHITESIDE'],"[""6'""]"
http://www.fifa.com/worldcup/matches/round=308/match=476/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Irapuato,Irapuato  (MEX),09 Jun 1986 - 12:00 Local time,Group matches - Group C,2-0,Soviet Union,URS,"['Oleg BLOKHIN', 'Aleksandr ZAVAROV']","[""58'"", ""74'""]",Canada,CAN,[],[]
http://www.fifa.com/worldcup/matches/round=308/match=468/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Nou Camp - Estadio León,Leon  (MEX),01 Jun 1986 - 16:00 Local time,Group matches - Group C,0-1,Canada,CAN,[],[],France,FRA,['Jean-Pierre PAPIN'],"[""79'""]"
http://www.fifa.com/worldcup/matches/round=308/match=680/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Azteca,Mexico City  (MEX),07 Jun 1986 - 12:00 Local time,Group matches - Group B,1-1,Mexico,MEX,['Luis FLORES'],"[""3'""]",Paraguay,PAR,['Julio Cesar ROMERO'],"[""85'""]"
http://www.fifa.com/worldcup/matches/round=308/match=459/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Azteca,Mexico City  (MEX),31 May 1986 - 12:00 Local time,Group matches - Group A,1-1,Bulgaria,BUL,['Nasko SIRAKOV'],"[""85'""]",Italy,ITA,['Alessandro ALTOBELLI'],"[""43'""]"
http://www.fifa.com/worldcup/matches/round=308/match=522/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Neza,Nezahualcoyotl  (MEX),08 Jun 1986 - 16:00 Local time,Group matches - Group E,6-1,Denmark,DEN,"['Preben ELKJAER LARSEN', 'Soren LERBY', 'LAUDRUP M.', 'Jesper OLSEN']","[""11', 67', 80'"", ""41'"", ""52'"", ""88'""]",Uruguay,URU,['Enzo FRANCESCOLI'],"[""45' PEN""]"
http://www.fifa.com/worldcup/matches/round=308/match=567/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Nou Camp - Estadio León,Leon  (MEX),09 Jun 1986 - 12:00 Local time,Group matches - Group C,0-3,Hungary,HUN,[],[],France,FRA,"['Yannick STOPYRA', 'Jean TIGANA', 'Dominique ROCHETEAU']","[""29'"", ""62'"", ""84'""]"
http://www.fifa.com/worldcup/matches/round=308/match=533/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Tecnologico,Monterrey  (MEX),06 Jun 1986 - 16:00 Local time,Group matches - Group F,0-0,England,ENG,[],[],Morocco,MAR,[],[]
http://www.fifa.com/worldcup/matches/round=309/match=444/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Jalisco,Guadalajara  (MEX),16 Jun 1986 - 12:00 Local time,Round of 16,4-0,Brazil,BRA,"['SOCRATES', 'JOSIMAR', 'EDINHO', 'CARECA']","[""30' PEN"", ""55'"", ""79'"", ""83' PEN""]",Poland,POL,[],[]
http://www.fifa.com/worldcup/matches/round=308/match=512/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Corregidora,Queretaro  (MEX),13 Jun 1986 - 12:00 Local time,Group matches - Group E,2-0,Denmark,DEN,"['Jesper OLSEN', 'John ERIKSEN']","[""43' PEN"", ""62'""]",Germany FR,FRG,[],[]
http://www.fifa.com/worldcup/matches/round=308/match=701/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Universitario,Monterrey  (MEX),07 Jun 1986 - 16:00 Local time,Group matches - Group F,1-0,Poland,POL,['Wlodimierz SMOLAREK'],"[""68'""]",Portugal,POR,[],[]
http://www.fifa.com/worldcup/matches/round=308/match=429/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Bombonera - Estadio Nemesio Diez,Toluca  (MEX),11 Jun 1986 - 12:00 Local time,Group matches - Group B,2-2,Paraguay,PAR,['Roberto CABANAS'],"[""50', 76'""]",Belgium,BEL,"['Frank VERCAUTEREN', 'Daniel VEYT']","[""30'"", ""59'""]"
http://www.fifa.com/worldcup/matches/round=308/match=395/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Olímpico Universitario,Mexico City  (MEX),02 Jun 1986 - 12:00 Local time,Group matches - Group A,3-1,Argentina,ARG,"['Jorge VALDANO', 'Oscar RUGGERI']","[""6', 46'"", ""18'""]",Korea Republic,KOR,['PARK Chang Sun'],"[""73'""]"
http://www.fifa.com/worldcup/matches/round=308/match=580/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Corregidora,Queretaro  (MEX),08 Jun 1986 - 12:00 Local time,Group matches - Group E,2-1,Germany FR,FRG,"['Rudi VOELLER', 'Klaus ALLOFS']","[""22'"", ""50'""]",Scotland,SCO,['Gordon STRACHAN'],"[""18'""]"
http://www.fifa.com/worldcup/matches/round=309/match=568/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Olímpico Universitario,Mexico City  (MEX),17 Jun 1986 - 12:00 Local time,Round of 16,0-2,Italy,ITA,[],[],France,FRA,"['Michel PLATINI', 'Yannick STOPYRA']","[""15'"", ""57'""]"
http://www.fifa.com/worldcup/matches/round=308/match=394/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Cuauhtemoc,Puebla  (MEX),05 Jun 1986 - 12:00 Local time,Group matches - Group A,1-1,Italy,ITA,['Alessandro ALTOBELLI'],"[""6' PEN""]",Argentina,ARG,['Diego MARADONA'],"[""34'""]"
http://www.fifa.com/worldcup/matches/round=308/match=712/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Neza,Nezahualcoyotl  (MEX),13 Jun 1986 - 12:00 Local time,Group matches - Group E,0-0,Scotland,SCO,[],[],Uruguay,URU,[],[]
http://www.fifa.com/worldcup/matches/round=309/match=432/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Nou Camp - Estadio León,Leon  (MEX),15 Jun 1986 - 16:00 Local time,Round of 16,3-4,Soviet Union,URS,['Igor BELANOV'],"[""27', 70', 111' PEN""]",Belgium,BEL,"['SCIFO', 'Jan CEULEMANS', 'Stephane DEMOL', 'Nico CLAESEN']","[""56'"", ""77'"", ""102'"", ""110'""]"
http://www.fifa.com/worldcup/matches/round=308/match=427/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Bombonera - Estadio Nemesio Diez,Toluca  (MEX),08 Jun 1986 - 12:00 Local time,Group matches - Group B,1-2,Iraq,IRQ,['Ahmed RADHI'],"[""59'""]",Belgium,BEL,"['SCIFO', 'Nico CLAESEN']","[""16'"", ""21' PEN""]"
http://www.fifa.com/worldcup/matches/round=308/match=643/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Cuauhtemoc,Puebla  (MEX),10 Jun 1986 - 12:00 Local time,Group matches - Group A,2-3,Korea Republic,KOR,"['CHOI Soon Ho', 'HUH Jungmoo']","[""62'"", ""83'""]",Italy,ITA,"['Alessandro ALTOBELLI', 'CHO Kwang Rae']","[""17', 73'"", ""82' OG""]"
http://www.fifa.com/worldcup/matches/round=309/match=536/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Azteca,Mexico City  (MEX),18 Jun 1986 - 12:00 Local time,Round of 16,3-0,England,ENG,"['Gary LINEKER', 'Peter BEARDSLEY']","[""31', 72'"", ""56'""]",Paraguay,PAR,[],[]
http://www.fifa.com/worldcup/matches/round=308/match=551/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Tres de Marzo,Guadalajara  (MEX),07 Jun 1986 - 12:00 Local time,Group matches - Group D,1-2,Northern Ireland,NIR,['Colin CLARKE'],"[""47'""]",Spain,ESP,"['Emilio BUTRAGUENO', 'JULIO SALINAS']","[""2'"", ""18'""]"
http://www.fifa.com/worldcup/matches/round=308/match=377/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Jalisco,Guadalajara  (MEX),06 Jun 1986 - 12:00 Local time,Group matches - Group D,1-0,Brazil,BRA,['CARECA'],"[""66'""]",Algeria,ALG,[],[]
http://www.fifa.com/worldcup/matches/round=3468/match=422/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Cuauhtemoc,Puebla  (MEX),28 Jun 1986 - 12:00 Local time,Match for third place,4-2,France,FRA,"['Jean-Marc FERRERI', 'Jean-Pierre PAPIN', 'Bernard GENGHINI', 'Manuel AMOROS']","[""27'"", ""43'"", ""104'"", ""111' PEN""]",Belgium,BEL,"['Jan CEULEMANS', 'Nico CLAESEN']","[""11'"", ""73'""]"
http://www.fifa.com/worldcup/matches/round=714/match=392/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Azteca,Mexico City  (MEX),22 Jun 1986 - 12:00 Local time,Quarter-finals,2-1,Argentina,ARG,['Diego MARADONA'],"[""51', 55'""]",England,ENG,['Gary LINEKER'],"[""81'""]"
http://www.fifa.com/worldcup/matches/round=309/match=574/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Universitario,Monterrey  (MEX),17 Jun 1986 - 16:00 Local time,Round of 16,0-1,Morocco,MAR,[],[],Germany FR,FRG,['MATTHÄUS'],"[""88'""]"
http://www.fifa.com/worldcup/matches/round=308/match=475/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Irapuato,Irapuato  (MEX),06 Jun 1986 - 12:00 Local time,Group matches - Group C,2-0,Hungary,HUN,"['Marton ESTERHAZY', 'Lajos DETARI']","[""2'"", ""75'""]",Canada,CAN,[],[]
http://www.fifa.com/worldcup/matches/round=714/match=575/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Estadio Universitario,Monterrey  (MEX),21 Jun 1986 - 16:00 Local time,Quarter-finals,0-0,Germany FR,FRG,[],[],Mexico,MEX,[],[]
http://www.fifa.com/worldcup/matches/round=308/match=378/index.html#nosticky,"1986 FIFA World Cup Mexico ™_x000D_
31 May - 29 June ",Tecnologico,Monterrey  (MEX),12 Jun 1986 - 12:00 Local time,Group matches - Group D,0-3,Algeria,ALG,[],[],Spain,ESP,"['Ramon Maria CALDERE', 'ELOY']","[""15', 68'"", ""70'""]"
http://www.fifa.com/worldcup/matches/round=293/match=791/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Ramon Sanchez Pizjuan,Seville  (ESP),14 Jun 1982 - 21:00 Local time,Group matches - Group 6,2-1,Brazil,BRA,"['SOCRATES', 'EDER']","[""75'"", ""88'""]",Soviet Union,URS,['Andrei BAL'],"[""34'""]"
http://www.fifa.com/worldcup/matches/round=293/match=752/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Jose Rico Perez,Alicante  (ESP),18 Jun 1982 - 21:00 Local time,Group matches - Group 3,4-1,Argentina,ARG,"['Daniel BERTONI', 'Diego MARADONA', 'Osvaldo ARDILES']","[""26'"", ""28', 57'"", ""60'""]",Hungary,HUN,['Gabor POLOSKEI'],"[""76'""]"
http://www.fifa.com/worldcup/matches/round=293/match=902/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Luis Casanova,Valencia  (ESP),25 Jun 1982 - 21:00 Local time,Group matches - Group 5,1-0,Northern Ireland,NIR,['Gerry ARMSTRONG'],"[""47'""]",Spain,ESP,[],[]
http://www.fifa.com/worldcup/matches/round=293/match=749/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Camp Nou,Barcelona  (ESP),13 Jun 1982 - 20:00 Local time,Group matches - Group 3,0-1,Argentina,ARG,[],[],Belgium,BEL,['Erwin VANDENBERGH'],"[""62'""]"
http://www.fifa.com/worldcup/matches/round=294/match=753/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Sarria,Barcelona  (ESP),29 Jun 1982 - 17:15 Local time,Second round - Group 3,2-1,Italy,ITA,"['Marco TARDELLI', 'Antonio CABRINI']","[""57'"", ""67'""]",Argentina,ARG,['Daniel PASSARELLA'],"[""83'""]"
http://www.fifa.com/worldcup/matches/round=293/match=770/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",El Molinon,Gijon  (ESP),25 Jun 1982 - 17:15 Local time,Group matches - Group 2,1-0,Germany FR,FRG,['Horst HRUBESCH'],"[""10'""]",Austria,AUT,[],[]
http://www.fifa.com/worldcup/matches/round=293/match=903/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Luis Casanova,Valencia  (ESP),20 Jun 1982 - 21:00 Local time,Group matches - Group 5,2-1,Spain,ESP,"['JUANITO', 'Enrique SAURA']","[""14' PEN"", ""66'""]",Yugoslavia,YUG,['Ivan GUDELJ'],"[""10'""]"
http://www.fifa.com/worldcup/matches/round=294/match=877/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Santiago Bernabeu,Madrid  (ESP),05 Jul 1982 - 21:00 Local time,Second round - Group 2,0-0,Spain,ESP,[],[],England,ENG,[],[]
http://www.fifa.com/worldcup/matches/round=295/match=914/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Ramon Sanchez Pizjuan,Seville  (ESP),08 Jul 1982 - 21:00 Local time,Semi-finals,3-3,Germany FR,FRG,"['Pierre LITTBARSKI', 'Karl-Heinz RUMMENIGGE', 'Klaus FISCHER']","[""17'"", ""102'"", ""108'""]",France,FRA,"['Michel PLATINI', 'Marius TRESOR', 'Alain GIRESSE']","[""26' PEN"", ""92'"", ""98'""]"
http://www.fifa.com/worldcup/matches/round=3475/match=923/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Santiago Bernabeu,Madrid  (ESP),11 Jul 1982 - 20:00 Local time,Final,3-1,Italy,ITA,"['Paolo ROSSI', 'Marco TARDELLI', 'Alessandro ALTOBELLI']","[""57'"", ""69'"", ""81'""]",Germany FR,FRG,['Paul BREITNER'],"[""83'""]"
http://www.fifa.com/worldcup/matches/round=294/match=767/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Vicente Calderon,Madrid  (ESP),28 Jun 1982 - 17:15 Local time,Second round - Group 4,0-1,Austria,AUT,[],[],France,FRA,['Bernard GENGHINI'],"[""39'""]"
http://www.fifa.com/worldcup/matches/round=293/match=919/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Jose Zorrilla,Valladolid  (ESP),21 Jun 1982 - 17:15 Local time,Group matches - Group 4,4-1,France,FRA,"['Bernard GENGHINI', 'Michel PLATINI', 'Didier SIX', 'Maxime BOSSIS']","[""31'"", ""43'"", ""48'"", ""89'""]",Kuwait,KUW,['Abdulaziz AL BALUSHI'],"[""75'""]"
http://www.fifa.com/worldcup/matches/round=294/match=900/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Santiago Bernabeu,Madrid  (ESP),02 Jul 1982 - 21:00 Local time,Second round - Group 2,2-1,Germany FR,FRG,"['Pierre LITTBARSKI', 'Klaus FISCHER']","[""50'"", ""75'""]",Spain,ESP,['Jesus ZAMORA'],"[""82'""]"
http://www.fifa.com/worldcup/matches/round=293/match=813/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",El Molinon,Gijon  (ESP),20 Jun 1982 - 17:15 Local time,Group matches - Group 2,4-1,Germany FR,FRG,"['Karl-Heinz RUMMENIGGE', 'Uwe REINDERS']","[""57', 66', 9'"", ""83'""]",Chile,CHI,['Gustavo MOSCOSO'],"[""90'""]"
http://www.fifa.com/worldcup/matches/round=293/match=789/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Benito Villamarin,Seville  (ESP),23 Jun 1982 - 21:00 Local time,Group matches - Group 6,4-0,Brazil,BRA,"['ZICO', 'FALCAO', 'SERGINHO']","[""28', 31'"", ""64'"", ""70'""]",New Zealand,NZL,[],[]
http://www.fifa.com/worldcup/matches/round=293/match=922/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Jose Zorrilla,Valladolid  (ESP),24 Jun 1982 - 17:15 Local time,Group matches - Group 4,1-1,France,FRA,['Didier SIX'],"[""66'""]",Czechoslovakia,TCH,['Antonin PANENKA'],"[""84' PEN""]"
http://www.fifa.com/worldcup/matches/round=293/match=878/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",San Mames,Bilbao  (ESP),16 Jun 1982 - 17:15 Local time,Group matches - Group 4,3-1,England,ENG,"['Bryan ROBSON', 'Paul MARINER']","[""1', 67'"", ""83'""]",France,FRA,['Gerard SOLER'],"[""24'""]"
http://www.fifa.com/worldcup/matches/round=294/match=750/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Sarria,Barcelona  (ESP),02 Jul 1982 - 17:15 Local time,Second round - Group 3,1-3,Argentina,ARG,['Ramon DIAZ'],"[""89'""]",Brazil,BRA,"['ZICO', 'SERGINHO', 'JUNIOR']","[""11'"", ""66'"", ""75'""]"
http://www.fifa.com/worldcup/matches/round=293/match=1054/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",La Rosaleda,Malaga  (ESP),19 Jun 1982 - 21:00 Local time,Group matches - Group 6,3-0,Soviet Union,URS,"['Yuri GAVRILOV', 'Oleg BLOKHIN', 'Sergei BALTACHA']","[""24'"", ""48'"", ""68'""]",New Zealand,NZL,[],[]
http://www.fifa.com/worldcup/matches/round=293/match=994/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Estadio Municipal de Balaídos,Vigo  (ESP),18 Jun 1982 - 17:15 Local time,Group matches - Group 1,1-1,Italy,ITA,['Bruno CONTI'],"[""18'""]",Peru,PER,['Ruben DIAZ'],"[""83'""]"
http://www.fifa.com/worldcup/matches/round=293/match=740/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Carlos Tartiere,Oviedo  (ESP),24 Jun 1982 - 17:15 Local time,Group matches - Group 2,3-2,Algeria,ALG,"['Salah ASSAD', 'Tedj BENSAOULA']","[""31', 7'"", ""35'""]",Chile,CHI,"['Miguel NEIRA', 'Juan LETELIER']","[""59' PEN"", ""73'""]"
http://www.fifa.com/worldcup/matches/round=294/match=782/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Camp Nou,Barcelona  (ESP),28 Jun 1982 - 21:00 Local time,Second round - Group 1,3-0,Poland,POL,['Zbigniew BONIEK'],"[""26', 4', 53'""]",Belgium,BEL,[],[]
http://www.fifa.com/worldcup/matches/round=676/match=921/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Jose Rico Perez,Alicante  (ESP),10 Jul 1982 - 20:00 Local time,Match for third place,3-2,Poland,POL,"['Andrzej SZARMACH', 'Stefan MAJEWSKI', 'Janusz KUPCEWICZ']","[""40'"", ""44'"", ""46'""]",France,FRA,"['Rene GIRARD', 'Alain COURIOL']","[""13'"", ""72'""]"
http://www.fifa.com/worldcup/matches/round=293/match=959/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",La Romareda,Zaragoza  (ESP),21 Jun 1982 - 21:00 Local time,Group matches - Group 5,1-1,Honduras,HON,['Eduardo LAING'],"[""60'""]",Northern Ireland,NIR,['Gerry ARMSTRONG'],"[""9'""]"
http://www.fifa.com/worldcup/matches/round=293/match=790/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Benito Villamarin,Seville  (ESP),18 Jun 1982 - 21:00 Local time,Group matches - Group 6,4-1,Brazil,BRA,"['ZICO', 'OSCAR', 'EDER', 'FALCAO']","[""33'"", ""48'"", ""63'"", ""87'""]",Scotland,SCO,['David NAREY'],"[""18'""]"
http://www.fifa.com/worldcup/matches/round=293/match=1051/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",La Rosaleda,Malaga  (ESP),15 Jun 1982 - 21:00 Local time,Group matches - Group 6,5-2,Scotland,SCO,"['Kenny DALGLISH', 'John WARK', 'John ROBERTSON', 'Steve ARCHIBALD']","[""18'"", ""29', 32'"", ""73'"", ""79'""]",New Zealand,NZL,"['Steve SUMNER', 'Steve WOODDIN']","[""54'"", ""64'""]"
http://www.fifa.com/worldcup/matches/round=293/match=739/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Carlos Tartiere,Oviedo  (ESP),21 Jun 1982 - 17:15 Local time,Group matches - Group 2,0-2,Algeria,ALG,[],[],Austria,AUT,"['Walter SCHACHNER', 'Hans KRANKL']","[""55'"", ""67'""]"
http://www.fifa.com/worldcup/matches/round=293/match=995/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Estadio Municipal de Balaídos,Vigo  (ESP),14 Jun 1982 - 17:15 Local time,Group matches - Group 1,0-0,Italy,ITA,[],[],Poland,POL,[],[]
http://www.fifa.com/worldcup/matches/round=293/match=962/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",La Romareda,Zaragoza  (ESP),24 Jun 1982 - 21:00 Local time,Group matches - Group 5,0-1,Honduras,HON,[],[],Yugoslavia,YUG,['Vladimir PETROVIC'],"[""88' PEN""]"
http://www.fifa.com/worldcup/matches/round=293/match=834/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Riazor,La CoruñA  (ESP),19 Jun 1982 - 19:15 Local time,Group matches - Group 1,0-0,Poland,POL,[],[],Cameroon,CMR,[],[]
http://www.fifa.com/worldcup/matches/round=293/match=833/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Riazor,La CoruñA  (ESP),15 Jun 1982 - 17:15 Local time,Group matches - Group 1,0-0,Peru,PER,[],[],Cameroon,CMR,[],[]
http://www.fifa.com/worldcup/matches/round=295/match=996/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Camp Nou,Barcelona  (ESP),08 Jul 1982 - 17:15 Local time,Semi-finals,0-2,Poland,POL,[],[],Italy,ITA,['Paolo ROSSI'],"[""22', 73'""]"
http://www.fifa.com/worldcup/matches/round=294/match=1058/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Camp Nou,Barcelona  (ESP),04 Jul 1982 - 21:00 Local time,Second round - Group 1,0-0,Poland,POL,[],[],Soviet Union,URS,[],[]
http://www.fifa.com/worldcup/matches/round=293/match=1055/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Riazor,La CoruñA  (ESP),22 Jun 1982 - 17:15 Local time,Group matches - Group 1,5-1,Poland,POL,"['Wlodimierz SMOLAREK', 'Grzegorz LATO', 'Zbigniew BONIEK', 'Andrzej BUNCOL', 'Wlodzimierz CIOLEK']","[""55'"", ""58'"", ""61'"", ""68'"", ""76'""]",Peru,PER,['Guillermo LA ROSA'],"[""83'""]"
http://www.fifa.com/worldcup/matches/round=294/match=788/index.html#nosticky,"1982 FIFA World Cup Spain ™_x000D_
13 June - 11 July  ",Sarria,Barcelona  (ESP),05 Jul 1982 - 17:15 Local time,Second round - Group 3,3-2,Italy,ITA,['Paolo ROSSI'],"[""25', 5', 74'""]",Brazil,BRA,"['SOCRATES', 'FALCAO']","[""12'"", ""68'""]"
