Url,Edition,Venue,City,Date and Time,Stage,Score,Home Country,Home Country Small,Home Country Scorer,Home Country Scorer Time,Away Country ,Away Country Small,Away Country Scorer,Away Country Scorer Time
http://www.fifa.com/worldcup/matches/round=43950100/match=43950013/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Saitama Stadium 2002,Saitama  (JPN),04 Jun 2002 - 18:00 Local time,Group matches - Group H,2-2,Japan,JPN,"['SUZUKI', 'INAMOTO']","[""59'"", ""67'""]",Belgium,BEL,"['WILMOTS', 'V.D.HEYDEN']","[""57'"", ""75'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950040/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Jeju World Cup Stadium,Jeju  (KOR),12 Jun 2002 - 20:30 Local time,Group matches - Group B,1-3,Slovenia,SVN,['ACIMOVIC'],"[""45'+1""]",Paraguay,PAR,"['CUEVAS', 'CAMPOS']","[""65', 84'"", ""73'""]"
http://www.fifa.com/worldcup/matches/round=43950200/match=43950051/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Oita Stadium Big Eye,Oita  (JPN),16 Jun 2002 - 15:30 Local time,Round of 16,1-2,Sweden,SWE,['LARSSON'],"[""11'""]",Senegal,SEN,['H. CAMARA'],"[""104', 37'""]"
http://www.fifa.com/worldcup/matches/round=43950200/match=43950054/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Kobe Wing Stadium,Kobe  (JPN),17 Jun 2002 - 20:30 Local time,Round of 16,2-0,Brazil,BRA,"['RIVALDO', 'RONALDO']","[""67'"", ""87'""]",Belgium,BEL,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950026/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Jeju World Cup Stadium,Jeju  (KOR),08 Jun 2002 - 20:30 Local time,Group matches - Group C,4-0,Brazil,BRA,"['R CARLOS', 'RIVALDO', 'RONALDINHO', 'RONALDO']","[""15'"", ""32'"", ""45' PEN"", ""55'""]",China PR,CHN,[],[]
http://www.fifa.com/worldcup/matches/round=43950200/match=43950056/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Daejeon World Cup Stadium,Daejeon  (KOR),18 Jun 2002 - 20:30 Local time,Round of 16,2-1,Korea Republic,KOR,"['K H SEOL', 'J H AHN']","[""88'"", ""117'""]",Italy,ITA,['VIERI'],"[""18'""]"
http://www.fifa.com/worldcup/matches/round=43950200/match=43950053/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Jeonju World Cup Stadium,Jeonju  (KOR),17 Jun 2002 - 15:30 Local time,Round of 16,0-2,Mexico,MEX,[],[],USA,USA,"['Mc BRIDE', 'DONOVAN']","[""8'"", ""65'""]"
http://www.fifa.com/worldcup/matches/round=43950600/match=43950064/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",International Stadium Yokohama,Yokohama  (JPN),30 Jun 2002 - 20:00 Local time,Final,0-2,Germany,GER,[],[],Brazil,BRA,['RONALDO'],"[""67', 79'""]"
http://www.fifa.com/worldcup/matches/round=43950200/match=43950055/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Miyagi Stadium,Rifu  (JPN),18 Jun 2002 - 15:30 Local time,Round of 16,0-1,Japan,JPN,[],[],Turkey,TUR,['UMIT DAVALA'],"[""12'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950023/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Sapporo Dome,Sapporo  (JPN),07 Jun 2002 - 20:30 Local time,Group matches - Group F,0-1,Argentina,ARG,[],[],England,ENG,['BECKHAM'],"[""44' PEN""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950012/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Gwangju World Cup Stadium,Gwangju  (KOR),04 Jun 2002 - 15:30 Local time,Group matches - Group C,0-2,China PR,CHN,[],[],Costa Rica,CRC,"['GOMEZ', 'WRIGHT']","[""61'"", ""65'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950035/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Shizuoka Stadium Ecopa,Shizuoka  (JPN),11 Jun 2002 - 20:30 Local time,Group matches - Group E,0-2,Cameroon,CMR,[],[],Germany,GER,"['BODE', 'KLOSE']","[""50'"", ""79'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950039/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Daejeon World Cup Stadium,Daejeon  (KOR),12 Jun 2002 - 20:30 Local time,Group matches - Group B,2-3,South Africa,RSA,"['McCARTHY', 'RADEBE']","[""31'"", ""53'""]",Spain,ESP,"['RAUL', 'MENDIETA']","[""4', 56'"", ""45'+1""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950029/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",International Stadium Yokohama,Yokohama  (JPN),09 Jun 2002 - 20:30 Local time,Group matches - Group H,1-0,Japan,JPN,['INAMOTO'],"[""51'""]",Russia,RUS,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950042/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Seoul World Cup Stadium,Seoul  (KOR),13 Jun 2002 - 15:30 Local time,Group matches - Group C,3-0,Turkey,TUR,"['HASAN SAS', 'BULENT KORKMAZ  ', 'UMIT DAVALA']","[""6'"", ""9'"", ""85'""]",China PR,CHN,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950046/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Shizuoka Stadium Ecopa,Shizuoka  (JPN),14 Jun 2002 - 15:30 Local time,Group matches - Group H,3-2,Belgium,BEL,"['WALEM', 'SONCK', 'WILMOTS']","[""7'"", ""78'"", ""82'""]",Russia,RUS,"['BESCHASTNYKH', 'SYTCHEV']","[""52'"", ""88'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950038/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Osaka Nagai Stadium,Osaka  (JPN),12 Jun 2002 - 15:30 Local time,Group matches - Group F,0-0,Nigeria,NGA,[],[],England,ENG,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950045/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Osaka Nagai Stadium,Osaka  (JPN),14 Jun 2002 - 15:30 Local time,Group matches - Group H,0-2,Tunisia,TUN,[],[],Japan,JPN,"['MORISHIMA', 'NAKATA']","[""48'"", ""75'""]"
http://www.fifa.com/worldcup/matches/round=43950200/match=43950050/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Niigata Stadium Big Swan,Niigata  (JPN),15 Jun 2002 - 20:30 Local time,Round of 16,0-3,Denmark,DEN,[],[],England,ENG,"['FERDINAND', 'OWEN', 'HESKEY']","[""5'"", ""22'"", ""44'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950003/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Munsu Football Stadium,Ulsan  (KOR),01 Jun 2002 - 18:00 Local time,Group matches - Group A,1-2,Uruguay,URU,['D.RODRIGUEZ'],"[""47'""]",Denmark,DEN,['TOMASSON'],"[""45', 83'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950027/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Miyagi Stadium,Rifu  (JPN),09 Jun 2002 - 15:30 Local time,Group matches - Group G,2-1,Mexico,MEX,"['J. BORGETTI', 'G. TORRADO']","[""28'"", ""57'""]",Ecuador,ECU,['DELGADO'],"[""5'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950019/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Saitama Stadium 2002,Saitama  (JPN),06 Jun 2002 - 18:00 Local time,Group matches - Group E,1-0,Cameroon,CMR,['ETOO'],"[""66'""]",Saudi Arabia,KSA,[],[]
http://www.fifa.com/worldcup/matches/round=43950400/match=43950062/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Saitama Stadium 2002,Saitama  (JPN),26 Jun 2002 - 20:30 Local time,Semi-finals,1-0,Brazil,BRA,['RONALDO'],"[""49'""]",Turkey,TUR,[],[]
http://www.fifa.com/worldcup/matches/round=43950200/match=43950049/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Jeju World Cup Stadium,Jeju  (KOR),15 Jun 2002 - 15:30 Local time,Round of 16,1-0,Germany,GER,['NEUVILLE'],"[""88'""]",Paraguay,PAR,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950030/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Daegu World Cup Stadium,Daegu  (KOR),10 Jun 2002 - 15:30 Local time,Group matches - Group D,1-1,Korea Republic,KOR,['J H AHN'],"[""78'""]",USA,USA,['MATHIS'],"[""24'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950010/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Munsu Football Stadium,Ulsan  (KOR),03 Jun 2002 - 18:00 Local time,Group matches - Group C,2-1,Brazil,BRA,"['RONALDO', 'RIVALDO']","[""50'"", ""87' PEN""]",Turkey,TUR,['HASAN SAS'],"[""45'+2""]"
http://www.fifa.com/worldcup/matches/round=43950300/match=43950057/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Shizuoka Stadium Ecopa,Shizuoka  (JPN),21 Jun 2002 - 15:30 Local time,Quarter-finals,1-2,England,ENG,['OWEN'],"[""23'""]",Brazil,BRA,"['RIVALDO', 'RONALDINHO']","[""45'+2"", ""50'""]"
http://www.fifa.com/worldcup/matches/round=43950300/match=43950058/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Munsu Football Stadium,Ulsan  (KOR),21 Jun 2002 - 20:30 Local time,Quarter-finals,1-0,Germany,GER,['BALLACK'],"[""39'""]",USA,USA,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950018/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Busan Asiad Main Stadium,Busan  (KOR),06 Jun 2002 - 20:30 Local time,Group matches - Group A,0-0,France,FRA,[],[],Uruguay,URU,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950020/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Daegu World Cup Stadium,Daegu  (KOR),06 Jun 2002 - 15:30 Local time,Group matches - Group A,1-1,Denmark,DEN,['TOMASSON'],"[""16' PEN""]",Senegal,SEN,['DIAO'],"[""52'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950011/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Sapporo Dome,Sapporo  (JPN),03 Jun 2002 - 20:30 Local time,Group matches - Group G,2-0,Italy,ITA,['VIERI'],"[""27', 7'""]",Ecuador,ECU,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950028/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Incheon Football Stadium,Incheon  (KOR),09 Jun 2002 - 18:00 Local time,Group matches - Group C,1-1,Costa Rica,CRC,['W. PARKS'],"[""86'""]",Turkey,TUR,['EMRE'],"[""56'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950008/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Gwangju World Cup Stadium,Gwangju  (KOR),02 Jun 2002 - 20:30 Local time,Group matches - Group B,3-1,Spain,ESP,"['RAUL', 'VALERON', 'HIERRO']","[""44'"", ""74'"", ""87' PEN""]",Slovenia,SVN,['CIMIROTIC'],"[""82'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950031/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Oita Stadium Big Eye,Oita  (JPN),10 Jun 2002 - 18:00 Local time,Group matches - Group H,1-1,Tunisia,TUN,['BOUZAIENE'],"[""17'""]",Belgium,BEL,['WILMOTS'],"[""13'""]"
http://www.fifa.com/worldcup/matches/round=43950300/match=43950059/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Gwangju World Cup Stadium,Gwangju  (KOR),22 Jun 2002 - 15:30 Local time,Quarter-finals,0-0,Spain,ESP,[],[],Korea Republic,KOR,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950021/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Kobe Wing Stadium,Kobe  (JPN),07 Jun 2002 - 15:30 Local time,Group matches - Group F,2-1,Sweden,SWE,['LARSSON'],"[""35', 63' PEN""]",Nigeria,NGA,['AGHAHOWA'],"[""27'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950032/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Jeonju World Cup Stadium,Jeonju  (KOR),10 Jun 2002 - 20:30 Local time,Group matches - Group D,4-0,Portugal,POR,"['PAULETA', 'RUI COSTA']","[""14', 65', 77'"", ""88'""]",Poland,POL,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950007/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Kashima Stadium,Ibaraki  (JPN),02 Jun 2002 - 14:30 Local time,Group matches - Group F,1-0,Argentina,ARG,['BATISTUTA'],"[""63'""]",Nigeria,NGA,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950025/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Kashima Stadium,Ibaraki  (JPN),08 Jun 2002 - 18:00 Local time,Group matches - Group G,1-2,Italy,ITA,['VIERI'],"[""55'""]",Croatia,CRO,"['OLIC', 'RAPAIC']","[""73'"", ""76'""]"
http://www.fifa.com/worldcup/matches/round=43950500/match=43950063/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Daegu World Cup Stadium,Daegu  (KOR),29 Jun 2002 - 20:00 Local time,Third place,2-3,Korea Republic,KOR,"['E Y LEE', 'C G SONG']","[""9'"", ""90'+3""]",Turkey,TUR,"['HAKAN SUKUR', 'ILHAN MANSIZ']","[""1'"", ""13', 32'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950044/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",International Stadium Yokohama,Yokohama  (JPN),13 Jun 2002 - 20:30 Local time,Group matches - Group G,1-0,Ecuador,ECU,['MENDEZ'],"[""48'""]",Croatia,CRO,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950016/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Suwon World Cup Stadium,Suwon  (KOR),05 Jun 2002 - 18:00 Local time,Group matches - Group D,3-2,USA,USA,"['O BRIEN', 'J. COSTA', 'Mc BRIDE']","[""4'"", ""29' OG"", ""36'""]",Portugal,POR,"['BETO', 'AGOOS']","[""39'"", ""71' OG""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950037/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Miyagi Stadium,Rifu  (JPN),12 Jun 2002 - 15:30 Local time,Group matches - Group F,1-1,Sweden,SWE,['SVENSSON'],"[""59'""]",Argentina,ARG,['CRESPO'],"[""88'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950005/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Saitama Stadium 2002,Saitama  (JPN),02 Jun 2002 - 18:30 Local time,Group matches - Group F,1-1,England,ENG,['CAMPBELL'],"[""24'""]",Sweden,SWE,['ALEXANDERSSON'],"[""59'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950024/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Daegu World Cup Stadium,Daegu  (KOR),08 Jun 2002 - 15:30 Local time,Group matches - Group B,1-0,South Africa,RSA,['NOMVETHE'],"[""4'""]",Slovenia,SVN,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950034/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Suwon World Cup Stadium,Suwon  (KOR),11 Jun 2002 - 15:30 Local time,Group matches - Group A,3-3,Senegal,SEN,"['KH. FADIGA', 'BOUBA DIOP']","[""20' PEN"", ""26', 38'""]",Uruguay,URU,"['R.MORALES', 'D.FORLAN', 'A.RECOBA']","[""45'"", ""69'"", ""88' PEN""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950043/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Oita Stadium Big Eye,Oita  (JPN),13 Jun 2002 - 20:30 Local time,Group matches - Group G,1-1,Mexico,MEX,['J. BORGETTI'],"[""34'""]",Italy,ITA,['DEL PIERO'],"[""85'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950047/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Incheon Football Stadium,Incheon  (KOR),14 Jun 2002 - 20:30 Local time,Group matches - Group D,0-1,Portugal,POR,[],[],Korea Republic,KOR,['J S PARK'],"[""70'""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950015/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Kobe Wing Stadium,Kobe  (JPN),05 Jun 2002 - 15:30 Local time,Group matches - Group H,2-0,Russia,RUS,"['TITOV', 'KARPIN']","[""59'"", ""64' PEN""]",Tunisia,TUN,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950022/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Jeonju World Cup Stadium,Jeonju  (KOR),07 Jun 2002 - 18:00 Local time,Group matches - Group B,3-1,Spain,ESP,"['MORIENTES', 'HIERRO']","[""53', 69'"", ""83' PEN""]",Paraguay,PAR,['PUYOL'],"[""10' OG""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950033/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Incheon Football Stadium,Incheon  (KOR),11 Jun 2002 - 15:30 Local time,Group matches - Group A,2-0,Denmark,DEN,"['ROMMEDAHL', 'TOMASSON']","[""22'"", ""67'""]",France,FRA,[],[]
http://www.fifa.com/worldcup/matches/round=43950400/match=43950061/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Seoul World Cup Stadium,Seoul  (KOR),25 Jun 2002 - 20:30 Local time,Semi-finals,1-0,Germany,GER,['BALLACK'],"[""75'""]",Korea Republic,KOR,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950009/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Niigata Stadium Big Swan,Niigata  (JPN),03 Jun 2002 - 15:30 Local time,Group matches - Group G,0-1,Croatia,CRO,[],[],Mexico,MEX,['C. BLANCO'],"[""60' PEN""]"
http://www.fifa.com/worldcup/matches/round=43950100/match=43950004/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Sapporo Dome,Sapporo  (JPN),01 Jun 2002 - 20:30 Local time,Group matches - Group E,8-0,Germany,GER,"['KLOSE', 'BALLACK', 'JANCKER', 'LINKE', 'BIERHOFF', 'SCHNEIDER']","[""20', 25', 70'"", ""40'"", ""45'+1"", ""73'"", ""84'"", ""90'+1""]",Saudi Arabia,KSA,[],[]
http://www.fifa.com/worldcup/matches/round=43950100/match=43950006/index.html#nosticky,"2002 FIFA World Cup Korea/Japan ™_x000D_
31 May - 30 June ",Busan Asiad Main Stadium,Busan  (KOR),02 Jun 2002 - 16:30 Local time,Group matches - Group B,2-2,Paraguay,PAR,"['SANTA CRUZ', 'CHIQUI ARCE']","[""39'"", ""55'""]",South Africa,RSA,"['MOKOENA', 'FORTUNE']","[""63'"", ""90'+1 PEN""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8760/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",La Beaujoire,Nantes  (FRA),23 Jun 1998 - 16:00 Local time,Group matches - Group B,1-1,Chile,CHI,['Jose SIERRA'],"[""20'""]",Cameroon,CMR,['MBOMA'],"[""56'""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8764/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade du Parc Lescure,Bordeaux  (FRA),24 Jun 1998 - 16:00 Local time,Group matches - Group C,2-2,South Africa,RSA,['Shaun BARTLETT'],"[""18', 90'+3 PEN""]",Saudi Arabia,KSA,"['S. AL-JABER', 'Y. AL-TUNAIAN']","[""45'+2 PEN"", ""74' PEN""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8753/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade Felix Bollaert,Lens  (FRA),21 Jun 1998 - 14:30 Local time,Group matches - Group F,2-2,Germany,GER,"['Sinisa MIHAJLOVIC', 'BIERHOFF']","[""72' OG"", ""78'""]",Yugoslavia,YUG,"['Predrag MIJATOVIC', 'STOJKOVIC']","[""13'"", ""52'""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8745/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade de France,Saint-Denis  (FRA),18 Jun 1998 - 21:00 Local time,Group matches - Group C,4-0,France,FRA,"['Thierry Henry', 'David Trezeguet', 'LIZARAZU']","[""37', 78'"", ""68'"", ""85'""]",Saudi Arabia,KSA,[],[]
http://www.fifa.com/worldcup/matches/round=1014/match=8754/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade de Gerland,Lyon  (FRA),21 Jun 1998 - 21:00 Local time,Group matches - Group F,1-2,USA,USA,['MCBRIDE'],"[""87'""]",Iran,IRN,"['H. R. ESTILI', 'M. MAHDAVIKIA']","[""41'"", ""83'""]"
http://www.fifa.com/worldcup/matches/round=1025/match=8783/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade de Gerland,Lyon  (FRA),04 Jul 1998 - 21:00 Local time,Quarter-finals,0-3,Germany,GER,[],[],Croatia,CRO,"['JARNI', 'VLAOVIC', 'SUKER']","[""45'+3"", ""80'"", ""85'""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8726/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade du Parc Lescure,Bordeaux  (FRA),11 Jun 1998 - 17:30 Local time,Group matches - Group B,2-2,Italy,ITA,"['VIERI', 'R. BAGGIO']","[""11'"", ""84' PEN""]",Chile,CHI,['Marcelo SALAS'],"[""45'+3, 48'""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8727/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade Municipal,Toulouse  (FRA),11 Jun 1998 - 21:00 Local time,Group matches - Group B,1-1,Cameroon,CMR,['NJANKA'],"[""77'""]",Austria,AUT,['Toni POLSTER'],"[""90'+1""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8729/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade Felix Bollaert,Lens  (FRA),12 Jun 1998 - 17:30 Local time,Group matches - Group C,0-1,Saudi Arabia,KSA,[],[],Denmark,DEN,['RIEPER'],"[""69'""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8750/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade du Parc Lescure,Bordeaux  (FRA),20 Jun 1998 - 17:30 Local time,Group matches - Group E,2-2,Belgium,BEL,['WILMOTS'],"[""42', 47'""]",Mexico,MEX,"['GARCIA ASPE', 'BLANCO']","[""55' PEN"", ""62'""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8756/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade Municipal,Toulouse  (FRA),22 Jun 1998 - 21:00 Local time,Group matches - Group G,2-1,Romania,ROU,"['Viorel MOLDOVAN', 'PETRESCU']","[""46'"", ""90'""]",England,ENG,['Michael OWEN'],"[""81'""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8749/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade Vélodrome,Marseilles  (FRA),20 Jun 1998 - 21:00 Local time,Group matches - Group E,5-0,Netherlands,NED,"['COCU', 'OVERMARS', 'BERGKAMP', 'v. HOOIJDONK', 'R. de BOER']","[""37'"", ""41'"", ""71'"", ""80'"", ""83'""]",Korea Republic,KOR,[],[]
http://www.fifa.com/worldcup/matches/round=1014/match=8732/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade de Gerland,Lyon  (FRA),13 Jun 1998 - 17:30 Local time,Group matches - Group E,1-3,Korea Republic,KOR,['HA S. J.'],"[""27'""]",Mexico,MEX,"['PELAEZ', 'HERNANDEZ']","[""50'"", ""75', 84'""]"
http://www.fifa.com/worldcup/matches/round=1024/match=8774/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade Vélodrome,Marseilles  (FRA),27 Jun 1998 - 16:30 Local time,Round of 16,1-0,Italy,ITA,['VIERI'],"[""18'""]",Norway,NOR,[],[]
http://www.fifa.com/worldcup/matches/round=1014/match=8743/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade Geoffroy Guichard,Saint-Etienne  (FRA),17 Jun 1998 - 17:30 Local time,Group matches - Group B,1-1,Chile,CHI,['Marcelo SALAS'],"[""70'""]",Austria,AUT,['Ivica VASTIC'],"[""90'+2""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8739/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade de Gerland,Lyon  (FRA),15 Jun 1998 - 17:30 Local time,Group matches - Group G,1-0,Romania,ROU,['Adrian ILIE'],"[""45'+1""]",Colombia,COL,[],[]
http://www.fifa.com/worldcup/matches/round=1014/match=8763/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade Municipal,Toulouse  (FRA),24 Jun 1998 - 21:00 Local time,Group matches - Group D,1-3,Nigeria,NGA,['Wilson ORUMA'],"[""11'""]",Paraguay,PAR,"['AYALA', 'Miguel BENITEZ', 'CARDOZO']","[""1'"", ""58'"", ""86'""]"
http://www.fifa.com/worldcup/matches/round=1014/match=8766/index.html#nosticky,"1998 FIFA World Cup France ™_x000D_
10 June - 12 July ",Stade Geoffroy Guichard,Saint-Etienne  (FRA),25 Jun 1998 - 16:00 Local time,Group matches - Group E,2-2,Netherlands,NED,"['COCU', 'R. de BOER']","[""4'"", ""18'""]",Mexico,MEX,"['PELAEZ', 'HERNANDEZ']","[""75'"", ""90'+4""]"
